id,year,paper,question_no,question_text,word_limit,marks,topic_hint,source_url
313,2025,Indian Express - Entertainment,313,"Inside Mahesh Babu-Namrata Shirodkar’s Hyderabad luxury mansion: A private pool, luxurious theater at home, lush backyard",,,A post shared by Namrata Shirodkar (@namratashirodkar),https://indianexpress.com/article/entertainment/telugu/inside-mahesh-babu-namrata-shirodkars-luxury-hyderabad-home-private-pool-luxurious-theater-10382756/
314,2025,Indian Express - Entertainment,314,"25 years of Indian Cinema: 2015 was the year of Bajrangi Bhaijaan, Dil Dhadakne Do, Masaan",,,25 years of Indian Cinema;Bajirao Mastani;prem ratan dhan paayo,https://indianexpress.com/article/entertainment/bollywood/25-years-of-indian-cinema-2015-bajrangi-bhaijaan-dil-dhadakne-do-masaan-piku-10376349/
315,2025,Indian Express - Entertainment,315,"25 years of Indian Cinema: 2016 was the year of Dangal, Fan, Udta Punjab and Pink",,,25 years of Indian Cinema;Alia Bhatt;Amitabh Bachchan;Karan Johar;Manoj Bajpayee;Ranbir Kapoor;Shah Rukh Khan,https://indianexpress.com/article/entertainment/bollywood/25-years-of-indian-cinema-2016-was-the-year-of-dangal-fan-udta-punjab-and-pink-10381769/
316,2025,Indian Express - Entertainment,316,Anupam Kher stood on a coffee shop table and shouted to demand fair pay for a film: ‘The producer had just made 100 million’,,,Anupam Kher;Anupam Kher films,https://indianexpress.com/article/entertainment/bollywood/anupam-kher-stood-on-a-coffee-shop-table-and-shouted-to-demand-fair-pay-for-a-film-10381730/
317,2025,Indian Express - Entertainment,317,"Armaan Jain says Kapoor family came together ‘like an army’ during Sunjay Kapur’s death, Saif Ali Khan’s knife attack: ‘Bouncing back is in our DNA’",,,,https://indianexpress.com/article/entertainment/bollywood/armaan-jain-says-kapoor-family-came-together-like-an-army-during-saif-ali-khan-knife-attack-10381469/
318,2025,Indian Express - Entertainment,318,"Khushi Kapoor captures joyous moments at Nadaaniyan director Shauna Gautam’s wedding: ‘Fav people, fav food and best company’",,,A post shared by ᴋʜᴜsʜɪ ᴋᴀᴘᴏᴏʀ (@khushikapoor),https://indianexpress.com/article/entertainment/bollywood/khushi-kapoor-captures-joyous-moments-at-nadaaniyan-director-shauna-gautams-wedding-fav-people-fav-food-and-best-company-10381358/
319,2025,Indian Express - Entertainment,319,Kriti Sanon expresses concern over air quality in Delhi: ‘It is getting worse and worse…’,,,Aanand Rai;Dhanush;Kriti Sanon,https://indianexpress.com/article/entertainment/bollywood/kriti-sanon-expresses-concern-over-air-quality-in-delhi-it-is-getting-worse-and-worse-10381146/
320,2025,Indian Express - Entertainment,320,"‘We grew marijuana for the British’: Kunal Ganjawala reveals how he got his surname, says ‘lagaan maaf tha’ as they were ‘licensed druggists’",,,Kunal Ganjawala,https://indianexpress.com/article/entertainment/bollywood/kunal-ganjawala-surname-grew-marijuana-for-the-british-lagaan-maaf-tha-licensed-druggists-10379984/
321,2025,Indian Express - Entertainment,321,"Mastiii 4 vs 120 Bahadur box office collection Day 2: Despite lesser shows, Farhan Akhtar’s film races past Vivek Oberoi’s adult comedy; earns over Rs 6 crore",,,120 Bahadur;Aftab Shivdasani;farhan akhtar;Masti;Ritesh Deshmukh;Vivek Oberoi,https://indianexpress.com/article/entertainment/bollywood/mastiii-4-vs-120-bahadur-box-office-collection-day-2-despite-lesser-shows-farhan-akhtars-film-races-past-vivek-oberois-adult-comedy-10381353/
322,2025,Indian Express - Entertainment,322,Netra Mantena-Vamsi Gadiraju mehendi: Madhuri Dixit dances to Dola Re Dola; Nora Fatehi sets the stage ablaze. Watch,,,A post shared by Wizcraft Weddings & Social Events (@wizcraft.weddings),https://indianexpress.com/article/entertainment/bollywood/netra-mantena-vamsi-gadiraju-mehendi-madhuri-dixit-dances-to-dola-re-dola-nora-fatehi-sets-the-stage-ablaze-watch-10381231/
323,2025,Indian Express - Entertainment,323,Netra Mantena–Vamsi Gadiraju wedding photos out: Donald Trump Jr among guests; Jennifer Lopez seen rehearsing,,,A post shared by Wizcraft Weddings & Social Events (@wizcraft.weddings),https://indianexpress.com/article/entertainment/bollywood/netra-mantena-vamsi-gadiraju-wedding-photos-out-donald-trump-jr-among-guests-jennifer-lopez-seen-rehearsing-10381673/
324,2025,Indian Express - Entertainment,324,Palaash Muchhal and Smriti Mandhana’s wedding postponed indefinitely after cricketer’s father falls ill,,,Smriti Mandhana,https://indianexpress.com/article/entertainment/bollywood/palaash-muchhal-smriti-mandhana-wedding-postponed-indefinitely-after-cricketers-father-falls-ill-10381791/
325,2025,Indian Express - Entertainment,325,Ram Gopal Varma says he’s not ‘qualified’ to make a film with Shah Rukh Khan: ‘His romantic films aren’t my type’,,,Amitabh Bachchan;company;Ram Gopal Varma;Sarkar;Shah Rukh Khan,https://indianexpress.com/article/entertainment/bollywood/ram-gopal-varma-says-hes-not-qualified-to-make-a-film-with-shah-rukh-khan-10381197/
326,2025,Indian Express - Entertainment,326,"Shah Rukh Khan pays tribute to soldiers, civilians who lost their lives in terror attacks in Mumbai, Pahalgam and Delhi blast: ‘Nothing can break the spirit…’",,,A post shared by Team Shah Rukh Khan (@teamshahrukhkhan),https://indianexpress.com/article/entertainment/bollywood/shah-rukh-khan-pays-tribute-to-soldiers-and-civilians-who-died-in-terror-attacks-of-mumbai-pahalgam-delhi-blast-10381147/
327,2025,Indian Express - Entertainment,327,Smriti Mandhana steals the show at her sangeet with a rare on-stage performance. Watch videos,,,A post shared by 𝗪𝗼𝗺𝗲𝗻’𝘀 𝗖𝗿𝗶𝗰𝗜𝗻𝘀𝗶𝗴𝗵𝘁 (@womenscricinsight),https://indianexpress.com/article/entertainment/bollywood/smriti-mandhana-steals-the-show-at-her-sangeet-with-a-rare-on-stage-performance-watch-videos-10381258/
328,2025,Indian Express - Entertainment,328,"Top actress’s mother demanded Parinda narration to her first, Vidhu Vinod Chopra said his father will give it: ‘We will meet if…’",,,Vidhu Vinod Chopra,https://indianexpress.com/article/entertainment/bollywood/top-actresss-mother-demanded-parinda-narration-to-her-first-vidhu-vinod-chopra-said-his-father-will-give-it-we-will-meet-if-10380479/
329,2025,Indian Express - Entertainment,329,Tu Meri Main Tera Main Tera Tu Meri teaser: Ananya Panday wants a ’90s-style love story’ with ‘mama’s boy’ Kartik Aaryan,,,Ananya Panday;Karan Johar;kartik aaryan,https://indianexpress.com/article/entertainment/bollywood/tu-meri-main-tera-main-tera-tu-meri-teaser-kartik-aaryan-ananya-panday-movie-watch-10380120/
330,2025,Indian Express - Entertainment,330,"Vivek Oberoi vowed never to fall in love after heartbreak, says now ‘it feels like a bad dream’: ‘I laugh about it’",,,Vivek Oberoi,https://indianexpress.com/article/entertainment/bollywood/vivek-oberoi-vowed-never-to-fall-in-love-after-heartbreak-says-now-it-feels-like-a-bad-dream-i-laugh-about-it-10380383/
331,2025,Indian Express - Entertainment,331,"After Ranveer Singh’s performance at Udaipur wedding, old clip resurfaces of Ranbir Kapoor looking down on dancing at weddings: ‘I don’t want to lose my dignity’",,,Ranbir Kapoor;Ranveer Singh,https://indianexpress.com/article/entertainment/bollywood/when-ranbir-kapoor-looked-down-on-dancing-at-weddings-i-dont-want-to-lose-my-dignity-10381332/
332,2025,Indian Express - Entertainment,332,When Rachel Griffiths was mobbed with co-star Om Puri in England,,,om puri,https://indianexpress.com/article/entertainment/entertainment-others/when-rachel-griffiths-was-mobbed-with-co-star-om-puri-in-england-10382071/
333,2025,Indian Express - Entertainment,333,"Eko: Dinjith Ayyathan, Bahul Ramesh pull off a KG George; use ecofeminism to show how men restrict women under the guise of protection",,,,https://indianexpress.com/article/entertainment/malayalam/eko-dinjith-ayyathan-bahul-ramesh-use-ecofeminism-to-show-how-men-restrict-women-under-the-guise-of-protection-10381509/
334,2025,Indian Express - Entertainment,334,Blockbuster director duo were once ‘enemies’; their gangs worked tirelessly to defeat each other; the two then delivered longest-running Malayalam film,,,Malayalam Cinema;Malayalam film industry;Once Upon a Time in Mollywood,https://indianexpress.com/article/entertainment/malayalam/once-sworn-rivals-siddique-and-lal-later-united-to-deliver-malayalam-cinemas-longest-running-film-10381306/
335,2025,Indian Express - Entertainment,335,Punjabi singer Harman Sidhu dies in road accident,,,,https://indianexpress.com/article/entertainment/music/punjabi-singer-harman-sidhu-dies-in-road-accident-10381090/
336,2025,Indian Express - Entertainment,336,"Laughter Chefs Season 3 first impression: Vivian Dsena, Tejasswi Prakash, Gurmeet Choudhary join lineup, but chaos overshadows creativity",,,A post shared by ColorsTV (@colorstv),https://indianexpress.com/article/entertainment/television/laughter-chefs-season-3-episode-1-review-rating-cast-where-to-watch-10381700/
337,2025,Indian Express - Entertainment,337,Salman Khan hints at ‘ignoring’ Amaal Mallik after Bigg Boss 19: ‘His remaining class will be taken once he is out of the house’,,,A post shared by JioHotstar Reality (@jiohotstarreality),https://indianexpress.com/article/entertainment/television/salman-khan-hints-at-ignoring-amaal-mallik-after-bigg-boss-19-his-remaining-class-will-be-taken-10381247/
338,2025,Indian Express - Entertainment,338,"Rajinikanth, Nani, Jackie Shroff, Brahmanandam attend event celebrating 50 years of Mohan Babu. See photos, videos",,,Mohan Babu,https://indianexpress.com/article/entertainment/telugu/rajinikanth-nani-jackie-shroff-brahmanandam-attend-event-celebrating-50-years-of-mohan-babu-see-photos-videos-10381451/
339,2025,Indian Express - Entertainment,339,"Aamir Khan attends ex-wife Reena Dutta’s art exhibition, she thanks him for his ‘continuous support’: ‘When your ex surprises you’",,,A post shared by Reena Datta (@reenadatta),https://indianexpress.com/article/entertainment/bollywood/aamir-khan-ex-wife-reena-dutta-art-exhibition-when-your-ex-surprises-you-10379752/
340,2025,Indian Express - Entertainment,340,"Farah Khan, whose four films made over Rs 700 cr, says she has earned more in one year from YouTube",,,farah khan,https://indianexpress.com/article/entertainment/bollywood/farah-khan-four-films-made-over-rs-700-cr-earned-more-one-year-youtube-10378269/
341,2025,Indian Express - Entertainment,341,"Farhan Akhtar says Jee Le Zaraa’s delay was ‘stressful’ for him, felt like he was ‘wasting’ his time: ‘Maybe people thought I wouldn’t be able to direct’",,,Alia Bhatt;bollywood;Deepika Padukone;farhan akhtar;Katrina Kaif,https://indianexpress.com/article/entertainment/bollywood/farhan-akhtar-jee-le-zaraa-stressful-delay-wasting-his-time-i-couldnt-direct-insecurity-10379577/
342,2025,Indian Express - Entertainment,342,"Furious Raj Kapoor shouted at Rishi Kapoor for not acting like Dilip Kumar: ‘Chintu, I need you to look like Yusuf’",,,Dilip Kumar;Rishi Kapoor,https://indianexpress.com/article/entertainment/bollywood/furious-raj-kapoor-shouted-at-rishi-kapoor-for-not-acting-like-dilip-kumar-10378775/
343,2025,Indian Express - Entertainment,343,"Huma Qureshi says OTT is debunking the myth that men fuel projects in Bollywood, Shefali Shah backs her saying they have ‘changed the game’",,,Delhi crime;Expresso;Huma Qureshi;Shefali Shah,https://indianexpress.com/article/entertainment/bollywood/huma-qureshi-argues-ott-is-debunking-the-myth-that-men-fuel-projects-in-bollywood-10376789/
344,2025,Indian Express - Entertainment,344,"Huma Qureshi recalls throwing shade at Anurag Kashyap before getting offered Gangs Of Wasseypur: ‘Mera dusva ad hai, aapka pehla hai?’",,,Anurag Kashyap;Huma Qureshi,https://indianexpress.com/article/entertainment/bollywood/huma-qureshi-recalls-throwing-shade-at-anurag-kashyap-before-getting-offered-gangs-of-wasseypur-10377466/
345,2025,Indian Express - Entertainment,345,"Huma Qureshi reveals her film Single Salma was just released in 200 screens, theater in Andheri had just one show: ‘It really broke my heart’",,,Huma Qureshi,https://indianexpress.com/article/entertainment/bollywood/huma-qureshi-reveals-her-film-single-salma-was-just-released-in-200-screens-theater-in-andheri-had-just-one-show-10376778/
346,2025,Indian Express - Entertainment,346,"Jennifer Lopez arrives in Udaipur to perform at billionaire’s daughter’s wedding, paparazzi addresses her as Rihanna. Watch",,,Shared post,https://indianexpress.com/article/entertainment/bollywood/jennifer-lopez-udaipur-billionaire-daughter-wedding-paparazzi-calls-her-rihanna-watch-10379589/
347,2025,Indian Express - Entertainment,347,"Karan Johar was told to leave the country if he wanted to find love, believes humans are ‘meant to be a unit of two’: ‘Rab ne jodi nahi banayi’",,,Karan Johar,https://indianexpress.com/article/entertainment/bollywood/karan-johar-told-to-leave-the-country-for-love-rab-ne-jodi-nahi-banayi-10379804/
348,2025,Indian Express - Entertainment,348,‘Kitna kha rahi hai’: Neetu Kapoor asked Kareena Kapoor to not eat ‘too much’ during her pregnancy,,,Kareena Kapoor Khan;Neetu Singh;Ranbir Kapoor,https://indianexpress.com/article/entertainment/bollywood/kareena-kapoor-neetu-kapoor-dont-eat-too-much-during-pregnancy-kitna-kha-rahi-hai-10379639/
349,2025,Indian Express - Entertainment,349,"Mahavatar Narsimha to be considered for Best Animation Oscar, in competition with 35 films; Homebound competing with 86 films",,,Academy Awards;animation;animation films;oscar,https://indianexpress.com/article/entertainment/bollywood/mahavatar-narsimha-best-animation-oscar-competition-with-35-films-homebound-10379815/
350,2025,Indian Express - Entertainment,350,Masti 4 vs 120 Bahadur box office collection Day 1: Vivek Oberoi’s adult comedy takes a marginal lead over Farhan Akhtar’s war film,,,Aftab Shivdasani;box office collection;box office report;farhan akhtar;Ritiesh Deshmukh;Vivek Oberoi,https://indianexpress.com/article/entertainment/bollywood/masti-4-120-bahadur-box-office-collection-day-1-vivek-oberoi-farhan-akhtar-10379531/
351,2025,Indian Express - Entertainment,351,"Netra Mantena–Vamsi Gadiraju Udaipur wedding: Know the couple net worth; Jennifer Lopez, Justin Bieber and celeb performances",,,A post shared by Viral Bhayani (@viralbhayani),https://indianexpress.com/article/entertainment/bollywood/netra-mantena-vamsi-gadiraju-wedding-net-worth-jennifer-lopez-udaipur-ambani-wedding-comparisons-10379993/
352,2025,Indian Express - Entertainment,352,"‘OTT platform backed out of their deal after watching 12th Fail, claimed they didn’t have money,’ says Vidhu Vinod Chopra",,,bollywood;Vidhu Vinod Chopra;Vikrant Massey,https://indianexpress.com/article/entertainment/bollywood/ott-platform-backed-out-of-their-deal-after-watching-12th-fail-claimed-they-didnt-have-money-says-vidhu-vinod-chopra-10380088/
